Trial,Task,Category,FacePresent,Response,Correct,RT,NoResponse,LateResponse,LateResponseRT,LateCorrect,Combined_Correct,Contrast,Replaced,PTC,PTR
1,2IFC,CI,,right,True,0.8435515984892845,False,,,,True,0.049999999999999996,,,
1,WM_probe,CI,,4,False,1.5872720014303923,False,,,,False,,3.0,0.0,0.0
2,2IFC,CC,,left,True,0.4398957993835211,False,,,,True,0.049999999999999996,,,
2,WM_probe,CC,,3,False,1.4420437011867762,False,,,,False,,1.0,0.0,0.0
3,2IFC,SC,,right,True,0.4182439986616373,False,,,,True,0.049999999999999996,,,
3,WM_probe,SC,,4,True,1.61652459949255,False,,,,True,,4.0,0.0,0.0
4,2IFC,SC,,left,True,0.36622129939496517,False,,,,True,0.03971641173621406,,,
4,WM_probe,SC,,2,True,2.3489194996654987,False,,,,True,,2.0,0.0,0.0
5,2IFC,SC,,right,True,0.4424261003732681,False,,,,True,0.031547867224009644,,,
5,WM_probe,SC,,2,False,1.9770571999251842,False,,,,False,,1.0,1.0,0.0
6,2IFC,CC,,left,True,0.3941158000379801,False,,,,True,0.03971641173621406,,,
6,WM_probe,CC,,4,False,1.0525091998279095,False,,,,False,,1.0,0.0,0.0
7,2IFC,CC,,left,True,0.5018382985144854,False,,,,True,0.031547867224009644,,,
7,WM_probe,CC,,4,False,1.516474800184369,False,,,,False,,1.0,0.0,0.0
8,2IFC,SC,,left,False,0.5277605000883341,False,,,,False,0.025059361681363596,,,
8,WM_probe,SC,,3,True,1.767365399748087,False,,,,True,,3.0,0.0,0.0
9,2IFC,SC,,left,True,0.21904180012643337,False,,,,True,0.031547867224009644,,,
9,WM_probe,SC,,2,True,2.375757100060582,False,,,,True,,2.0,0.0,0.0
10,2IFC,CI,,left,False,0.8757937997579575,False,,,,False,0.03971641173621406,,,
10,WM_probe,CI,,4,True,1.9187141992151737,False,,,,True,,4.0,0.0,0.0
11,2IFC,SC,,right,True,0.6034458000212908,False,,,,True,0.031547867224009644,,,
11,WM_probe,SC,,4,False,2.08952989988029,False,,,,False,,2.0,0.0,1.0
12,2IFC,CC,,left,True,0.7962095998227596,False,,,,True,0.025059361681363596,,,
12,WM_probe,CC,,3,False,1.4942522998899221,False,,,,False,,2.0,0.0,0.0
